,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1603,1604,0,0,0.14800000000000002,0.852,Qotho,Bloodrider,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0635451505016722,0
1604,1605,0,0,0.49700000000000005,0.503,Quentyn Martell,Ser,1,Dornishmen,281.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,19.0,0,0,1,0.551839464882943,0
1605,1606,1,1,0.96,0.04,Ralf Stonehouse,Red Jester,1,Ironborn,,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0334448160535117,1
1606,1607,1,0,0.36,0.64,Ramsay Snow,Lord of the Hornwood,1,Northmen,282.0,,,,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0.0,1,1,23.0,1,1,1,0.461538461538461,1
1607,1608,1,0,0.405,0.595,Randyll Tarly,Horn Hill,1,,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.618729096989966,1
1608,1609,1,0,0.245,0.755,Raymun Fossoway,Ser,1,,,,,,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214,1
1609,1610,0,0,0.374,0.626,Raymun Darry,Darry,1,,,298.0,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0,0,0.0769230769230769,0
1610,1611,1,1,0.835,0.165,Ravella Swann,Acorn Hall,0,,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.060200668896321,1
1611,1612,0,1,0.727,0.273,Small Paul,,1,,,299.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093,0
1612,1613,1,0,0.25,0.75,Tristifer Botley,Lordsport,1,Ironborn,,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.120401337792642,1
1613,1614,0,0,0.158,0.8420000000000001,Styr,Magnar of Thenn,1,Free Folk,,300.0,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227424749,0
1614,1615,1,0,0.034,0.966,Rat Cook,,1,,,,,,,Night's Watch,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698,1
1615,1616,0,1,0.664,0.336,Prendahl na Ghezn,,1,Ghiscari,,299.0,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.040133779264214,0
1616,1617,1,1,0.76,0.24,Ulmer,,1,,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0535117056856187,1
1617,1618,0,0,0.127,0.873,Oznak zo Pahl,,1,Meereen,,299.0,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698,0
1618,1619,0,0,0.006,0.9940000000000001,Aegon Blackfyre,,1,Valyrian,184.0,196.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,1,0,0.0836120401337792,0
1619,1620,0,0,0.040999999999999995,0.9590000000000001,Addam Velaryon,Ser,1,Valyrian,114.0,130.0,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,16.0,0,0,0,0.107023411371237,0
1620,1621,0,0,0.07,0.93,Aegon V Targaryen,,1,,,,Dyanna Dayne,Maekar I Targaryen,Duncan Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,7,1,1,0.695652173913043,0
1621,1622,0,0,0.004,0.996,Aemon Blackfyre,,1,Valyrian,184.0,196.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,1,0,0.0869565217391304,0
1622,1623,1,0,0.313,0.687,Aeron Greyjoy,Golden Storm,1,Ironmen,269.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,36.0,4,1,1,0.45819397993310995,1
1623,1624,0,1,0.76,0.24,Alfyn,,1,Free Folk,,299.0,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,0
1624,1625,1,1,0.579,0.42100000000000004,Alannys Harlaw,Iron Islands,0,Ironborn,,,,,,House Greyjoy,Balon Greyjoy,1,1,0,1,1,,,,0.0,1,1,,0,0,0,0.237458193979933,1
1625,1626,1,1,0.9470000000000001,0.053,Alayaya,,0,,282.0,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,23.0,0,0,0,0.0769230769230769,1
1626,1627,0,0,0.17,0.83,Alyn,,1,,,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0735785953177257,0
1627,1628,1,0,0.11,0.89,Alliser Thorne,Ser,1,,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.23076923076923,1
1628,1629,0,0,0.09,0.91,Alester Florent,Brightwater,1,,,300.0,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1.0,1,1,,0,0,0,0.327759197324414,0
1629,1630,1,1,0.892,0.10800000000000001,Alysane Mormont,,0,Northmen,273.0,,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32.0,0,0,0,0.0702341137123745,1
1630,1631,1,0,0.45299999999999996,0.547,Alerie Hightower,Highgarden,0,,257.0,,,,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1.0,1,1,48.0,0,0,0,0.227424749163879,1
1631,1632,1,1,0.6659999999999999,0.33399999999999996,Anguy,,1,,,,,,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,,0,0,0,0.130434782608695,1
1632,1633,1,1,0.9670000000000001,0.033,Andrik,Lord of Southshield,1,Ironborn,,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0434782608695652,1
1633,1634,0,0,0.40399999999999997,0.596,Amory Lorch,Ser,1,,,299.0,,,,House Lorch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.277591973244147,0
1634,1635,1,0,0.055,0.945,Archibald Yronwood,Ser,1,,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,0,0,0.140468227424749,1
1635,1636,0,0,0.201,0.799,Arlan of Pennytree,Ser,1,,149.0,209.0,,,,,,0,0,0,0,0,,,,,0,1,60.0,0,0,0,0.103678929765886,0
1636,1637,1,1,0.638,0.36200000000000004,Areo Hotah,Sunspear,1,Norvos,257.0,,,,,House Martell,,1,1,1,1,1,,,,,0,1,48.0,0,0,0,0.25752508361204,1
1637,1638,1,0,0.092,0.9079999999999999,Arwyn Oakheart,Old Oak,1,,,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628,1
1638,1639,0,1,0.946,0.054000000000000006,Arthur Dayne,Ser,1,Dornishmen,,283.0,,,,House Dayne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.15384615384615302,0
1639,1640,0,0,0.248,0.752,Arys Oakheart,Ser,1,Reach,,300.0,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,1,0.34448160535117,0
1640,1641,0,0,0.152,0.848,Ashara Dayne,,0,,,283.0,,,,House Dayne,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0936454849498327,0
1641,1642,0,1,0.5529999999999999,0.447,Aron Santagar,Ser,1,Dornish,,299.0,,,,House Santagar,,1,1,0,1,0,,,,,0,1,,0,0,0,0.0668896321070234,0
1642,1643,1,0,0.365,0.635,Asha Greyjoy,Black Wind,0,Ironborn,275.0,,,,,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1.0,1,1,30.0,0,0,1,0.709030100334448,1
1643,1644,1,1,0.6579999999999999,0.342,Azor Ahai,,0,Asshai,,,,,,,Nissa Nissa,0,1,1,1,1,,,,1.0,1,0,,0,0,0,0.11705685618728999,1
1644,1645,1,1,1.0,0.0,Bael the Bard,King-Beyond-the-Wall,1,Free folk,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
1645,1646,0,1,0.961,0.039,Baelor Blacktyde,Blacktyde,1,Ironborn,,300.0,,,,House Blacktyde,,0,1,1,1,0,,,,,0,1,,0,0,0,0.060200668896321,0
1646,1647,0,0,0.35700000000000004,0.643,Balon Greyjoy,,1,,,,,Quellon Greyjoy,Theon Greyjoy,,,0,0,0,0,0,,0.0,1.0,,0,0,,4,1,1,0.7391304347826079,0
1647,1648,1,1,0.9390000000000001,0.061,Ballabar,Maester,1,,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1648,1649,0,0,0.033,0.9670000000000001,Baelor I Targaryen,,1,,,,Daenaera Velaryon,Aegon III Targaryen,,,,0,0,0,0,0,1.0,0.0,,,0,0,,9,1,1,0.5016722408026749,0
1649,1650,1,0,0.494,0.506,Balon Swann,Ser,1,Stormlander,,,,,,House Swann,,1,1,1,1,1,,,,,0,1,,0,0,0,0.31103678929765805,1
1650,1651,0,0,0.001,0.9990000000000001,Barba Bracken,,0,,155.0,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,100.0,0,0,0,0.0501672240802675,0
1651,1652,1,1,0.586,0.414,Barristan Selmy,Ser,1,Westeros,236.0,,,,,House Selmy,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,1.0,1
1652,1653,1,0,0.46799999999999997,0.532,Barbrey Dustin,Barrowton,0,Northmen,,,,,,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0.0,1,1,,0,0,0,0.163879598662207,1
1653,1654,1,1,0.7440000000000001,0.256,Bellegere Otherys,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.040133779264214,1
1654,1655,1,1,0.968,0.032,Beardless Dick,,0,,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.020066889632107,1
1655,1656,1,1,0.875,0.125,Belwas,,1,Meereenese,,,,,,House Targaryen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.14381270903010002,1
1656,1657,1,0,0.062,0.938,Benjen Stark,First Ranger,1,Northmen,267.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,38.0,5,1,1,0.40133779264214003,1
1657,1658,0,0,0.263,0.737,Bethany Bracken,,0,,156.0,178.0,,,,House Bracken,,0,0,0,0,0,,,,,0,0,22.0,0,0,0,0.0301003344481605,0
1658,1659,0,0,0.41,0.59,Beric Dondarrion,Lord of Blackhaven,1,,276.0,299.0,,,,,,1,1,1,1,1,,,,,0,1,23.0,0,0,1,0.43478260869565205,0
1659,1660,0,0,0.084,0.9159999999999999,Biter,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.127090301003344,0
1660,1661,1,1,0.953,0.047,Bluetooth,,1,Ironborn,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
1661,1662,1,0,0.049,0.951,Brandon Norrey,The NorreyLord Norrey,1,Northern mountain clans,,,,,,House Norrey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1662,1663,1,0,0.423,0.5770000000000001,Bowen Marsh,Lord Steward,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.254180602006688,1
1663,1664,1,1,0.715,0.285,Bonifer Hasty,Ser,1,,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0535117056856187,1
1664,1665,1,1,0.934,0.066,Bran the Builder,King of Winter,0,First Men,,,,,,House Stark,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0903010033444816,1
1665,1666,0,0,0.185,0.815,Brynden Rivers,Ser,1,Valyrian,175.0,252.0,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77.0,4,1,1,0.605351170568561,0
1666,1667,1,0,0.096,0.904,Brynden Tully,Ser,1,Rivermen,242.0,,,,,House Tully,,1,1,1,1,1,,,,,0,1,63.0,5,1,1,0.34113712374581895,1
1667,1668,1,1,0.843,0.157,Caleotte,Maester,1,,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779264214,1
1668,1669,1,1,0.6779999999999999,0.322,Cassella Vaith,Vaith,0,Dornishmen,,,,,,House Vaith,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535,1
1669,1670,1,1,0.687,0.313,Cellador,Septon,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117,1
1670,1671,1,0,0.271,0.7290000000000001,Chella,,0,Vale mountain clans,,,,,,Black Ears,,1,1,1,0,0,,,,,0,0,,0,0,0,0.0367892976588628,1
1671,1672,0,1,0.977,0.023,Cletus Yronwood,Ser,1,,,300.0,,,,House Yronwood,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0702341137123745,0
1672,1673,1,0,0.461,0.539,Colemon,Maester,1,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0668896321070234,1
1673,1674,0,0,0.005,0.995,Corlys Velaryon,Lord of the Tides,1,Valyrian,53.0,132.0,,,,House Velaryon,Rhaenys Targaryen,0,0,0,0,0,,,,0.0,1,1,79.0,0,0,1,0.525083612040133,0
1674,1675,0,0,0.42200000000000004,0.578,Criston Cole,Ser,1,Stormlands,82.0,130.0,,,,House Cole,,0,0,0,1,0,,,,,0,1,48.0,0,0,1,0.505016722408026,0
1675,1676,0,0,0.218,0.782,Daemon I Blackfyre,Ser,1,Valyrian,170.0,196.0,,,,House Blackfyre,Rohanne of Tyrosh,0,0,0,0,0,,,,1.0,1,1,26.0,0,0,0,0.0,0
1676,1677,0,0,0.006,0.9940000000000001,Daemon Targaryen,Commander of the City Watch,1,Valyrian,81.0,130.0,,,,House Targaryen,Rhea Royce,0,0,0,0,0,,,,0.0,1,1,49.0,5,1,1,0.668896321070234,0
1677,1678,1,0,0.047,0.953,Daenerys Targaryen,Andals,0,Valyrian,284.0,,,,,House Targaryen,Drogo,1,1,1,1,1,,,,0.0,1,1,21.0,15,1,1,1.0,1
1678,1679,1,0,0.201,0.799,Danny Flint,,0,Northmen,,,,,,House Flint,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0234113712374581,1
1679,1680,1,0,0.157,0.843,Daven Lannister,Ser,1,Westerman,273.0,,,,,House Lannister,,1,1,1,1,1,,,,,0,1,32.0,0,0,0,0.207357859531772,1
1680,1681,0,1,0.7829999999999999,0.217,Dick Crabb,,1,,,300.0,,,,House Crabb,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0702341137123745,0
1681,1682,0,1,0.574,0.426,Donal Noye,,1,,244.0,300.0,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,56.0,0,0,0,0.140468227424749,0
1682,1683,0,1,0.9740000000000001,0.026000000000000002,Domeric Bolton,,1,Northmen,279.0,297.0,,,,House Bolton,,0,1,0,1,1,,,,,0,0,18.0,0,0,0,0.0903010033444816,0
1683,1684,1,0,0.08199999999999999,0.9179999999999999,Davos Seaworth,Ser,1,Westeros,260.0,,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.9698996655518392,1
1684,1685,0,0,0.253,0.747,Doreah,,0,Lysene,278279.0,299.0,,,,House Targaryen,,1,1,0,0,1,,,,,0,0,-277980.0,0,0,0,0.11036789297658801,0
1685,1686,1,1,0.7959999999999999,0.204,Dorea Sand,,0,Dornishmen,291.0,,,,,House Martell,,0,0,0,1,1,,,,,0,0,14.0,1,1,0,0.103678929765886,1
1686,1687,1,0,0.235,0.765,Dywen,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0936454849498327,1
1687,1688,0,1,0.887,0.113,Eddard Karstark,,1,Northmen,,298.0,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257,0
1688,1689,0,0,0.445,0.555,Eddard Stark,Winterfell,1,Northmen,263.0,299.0,,,,House Stark,Catelyn Tully,1,1,1,1,1,,,,1.0,1,1,36.0,6,1,1,1.0,0
1689,1690,1,1,0.7959999999999999,0.204,Elia Sand,,0,Dornishmen,285.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,20.0,1,1,0,0.11705685618728999,1
1690,1691,1,0,0.027999999999999997,0.972,Edmure Tully,Ser,1,Rivermen,267.0,,,,,House Tully,Roslin Frey,1,1,1,1,1,,,,1.0,1,1,38.0,8,1,1,0.655518394648829,1
1691,1692,0,0,0.47600000000000003,0.524,Elia Martell,Princess,0,,256.0,283.0,,,,,Rhaegar Targaryen,1,1,1,1,1,,,,0.0,1,1,27.0,7,1,1,0.441471571906354,0
1692,1693,0,0,0.152,0.848,Emmon Cuy,Ser,1,,,299.0,,,,House Cuy,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0367892976588628,0
1693,1694,1,1,0.8220000000000001,0.17800000000000002,Eleyna Westerling,,0,,287.0,,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18.0,0,0,0,0.0468227424749163,1
1694,1695,0,0,0.003,0.997,Falena Stokeworth,Harrenhal,1,,125.0,,,,,House Stokeworth,Lucas Lothston,0,0,0,0,0,,,,1.0,1,1,100.0,0,0,0,0.0234113712374581,0
1695,1696,1,1,0.7140000000000001,0.28600000000000003,Falia Flowers,,0,,281.0,,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24.0,0,0,0,0.0267558528428093,1
1696,1697,1,1,0.899,0.10099999999999999,Eustace Osgrey,Knight,1,,,,,,,House Osgrey,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.147157190635451,1
1697,1698,0,0,0.14800000000000002,0.852,Farlen,,1,,,299.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698,0
1698,1699,0,1,0.639,0.361,Falyse Stokeworth,,0,,265.0,300.0,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0.0,1,0,35.0,1,1,0,0.10033444816053501,0
1699,1700,1,0,0.392,0.608,Galazza Galare,Green Grace,0,Ghiscari,217.0,,,,,Graces,,0,0,0,0,1,,,,,0,1,88.0,0,0,0,0.0903010033444816,1
1700,1701,1,1,0.995,0.005,Emmond,,1,Ironborn,,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
1701,1702,1,1,0.713,0.287,Garth Hightower,Ser,0,,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0501672240802675,1
1702,1703,0,0,0.073,0.927,Gared,,1,,231.0,297.0,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66.0,0,0,0,0.0936454849498327,0
1703,1704,1,1,0.735,0.265,Genna Lannister,Lady,0,,245.0,,,,,,Emmon Frey,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.21739130434782603,1
1704,1705,1,0,0.293,0.7070000000000001,Garlan Tyrell,Ser,1,,277.0,,,,,House Tyrell of Brightwater Keep,Leonette Fossoway,1,1,1,1,1,,,,1.0,1,1,28.0,0,0,0,0.327759197324414,1
1705,1706,0,1,0.56,0.44,Gerion Lannister,,1,,255.0,291.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,36.0,0,0,0,0.140468227424749,0
1706,1707,0,1,0.813,0.187,Gevin Harlaw,,0,Ironborn,,299.0,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0
1707,1708,1,1,0.6890000000000001,0.311,Gerold Dayne,Ser,1,Dorne,270.0,,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35.0,0,0,0,0.107023411371237,1
1708,1709,1,0,0.494,0.506,Godry Farring,Ser,1,,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722,1
1709,1710,1,1,0.96,0.04,Gorold Goodbrother,Lord of Hammerhorn,1,Ironborn,,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0802675585284281,1
1710,1711,1,0,0.171,0.8290000000000001,Grenn,,1,Westeros,281.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.20401337792642102,1
1711,1712,1,0,0.17600000000000002,0.8240000000000001,Grey Worm,,1,,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227424749,1
1712,1713,1,0,0.344,0.6559999999999999,Greenbeard,,1,Tyroshi,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628,1
1713,1714,0,1,0.778,0.222,Groleo,[1],0,Pentoshi,,300.0,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.11036789297658801,0
1714,1715,1,1,0.504,0.496,Grunt,,1,Northmen,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093,1
1715,1716,0,0,0.405,0.595,Gregor Clegane,Ser,1,,265.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35.0,1,1,1,0.836120401337792,0
1716,1717,1,1,0.937,0.063,Gylbert Farwynd,Lonely Light,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779264214,1
1717,1718,0,0,0.193,0.807,Guyard Morrigen,Ser,1,,278.0,299.0,,,,House Morrigen,,0,1,0,0,1,,,,,0,1,21.0,0,0,0,0.0635451505016722,0
1718,1719,1,1,0.937,0.063,Hallyne,LordWisdom,1,,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0869565217391304,1
1719,1720,0,0,0.106,0.894,Haggo,Bloodrider,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117,0
1720,1721,0,1,0.6990000000000001,0.301,Hazzea,,0,Ghiscari,295.0,300.0,,,,,,0,0,0,0,1,,,,,0,0,5.0,0,0,0,0.0434782608695652,0
1721,1722,1,0,0.188,0.812,Hizdahr zo Loraq,,1,Ghiscari,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,0.444816053511705,1
1722,1723,0,0,0.047,0.953,Harma,,0,Wildlings,,300.0,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.0535117056856187,0
1723,1724,1,0,0.18899999999999997,0.8109999999999999,Harry Strickland,Captain-General,1,,,,,,,House Strickland,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0769230769230769,1
1724,1725,1,1,0.9520000000000001,0.048,Harys Swyft,Knight,1,,,,,,,House Swyft,,1,1,1,1,1,,,,,0,1,,1,1,1,0.45150501672240795,1
1725,1726,1,1,0.6579999999999999,0.342,Harwin,,0,Northmen,271.0,,,,,House Stark,,1,1,1,1,1,,,,,0,0,34.0,0,0,0,0.130434782608695,1
1726,1727,1,0,0.235,0.765,Hobb,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0434782608695652,1
1727,1728,1,1,0.738,0.262,High Sparrow,High Septon,1,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,1,,0,0,0,0.167224080267558,1
1728,1729,1,1,0.557,0.44299999999999995,Hot Pie,,0,,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.183946488294314,1
1729,1730,1,1,0.64,0.36,Howland Reed,Greywater Watch,1,Crannogmen,260.0,,,,,House Reed,Jyana,1,1,1,1,1,,,,1.0,1,1,45.0,0,0,0,0.177257525083612,1
1730,1731,0,0,0.213,0.787,Holly,,1,Free Folk,283.0,300.0,,,,,,0,0,0,0,1,,,,,0,0,17.0,0,0,0,0.0568561872909698,0
1731,1732,0,0,0.11,0.89,Hugh,Ser,1,Valemen,,298.0,,,,House Arryn,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0635451505016722,0
1732,1733,1,1,0.615,0.385,Hyle Hunt,Ser,0,,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.103678929765886,1
1733,1734,0,0,0.015,0.985,Hoster Tully,Lord Paramount of the Trident,1,Rivermen,237.0,299.0,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1.0,1,1,62.0,6,1,0,0.331103678929765,0
1734,1735,1,1,0.7709999999999999,0.22899999999999998,Humfrey Hewett,Oakenshield,1,,,,,,,House Hewett,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1
1735,1736,1,1,0.557,0.44299999999999995,Ilyn Payne,Ser,1,Westeros,,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.224080267558528,1
1736,1737,1,0,0.048,0.9520000000000001,Illyrio Mopatis,Magister,1,Pentoshi,,,,,,House Targaryen,Cousin to the Prince of Pentos,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.394648829431438,1
1737,1738,1,0,0.474,0.526,Irri,,0,Dothraki,283.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,22.0,0,0,0,0.19397993311036701,1
1738,1739,0,1,0.5770000000000001,0.423,Imry Florent,Ser,1,,,299.0,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.183946488294314,0
1739,1740,1,1,0.825,0.175,Jack-Be-Lucky,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0267558528428093,1
1740,1741,0,1,0.784,0.21600000000000003,Jacelyn Bywater,Ser,1,,,299.0,,,,House Bywater,,0,1,1,1,0,,,,,0,1,,0,0,0,0.130434782608695,0
1741,1742,1,0,0.35200000000000004,0.648,Jaime Lannister,Ser,1,Westerlands,266.0,,,,,House Lannister,,1,1,1,1,1,,,,,0,1,39.0,7,1,1,1.0,1
1742,1743,1,0,0.46799999999999997,0.532,Jason Mallister,Seagard,1,Riverlands,,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,,0,0,0,0.127090301003344,1
1743,1744,1,0,0.040999999999999995,0.9590000000000001,Jeyne Poole,,0,Northmen,,,,,,House Poole,Ramsay Bolton,1,1,1,1,1,,,,1.0,1,0,,1,1,1,0.38461538461538397,1
1744,1745,0,0,0.397,0.603,Jon Arryn,Eyrie,1,Valemen,217.0,298.0,,,,House Arryn,Jeyne Royce,1,1,1,1,1,,,,1.0,1,1,81.0,5,1,1,0.836120401337792,0
1745,1746,1,1,0.86,0.14,Jon Fossoway,Knight,1,Reach,,,,,,House Fossoway of New Barrel,Janna Tyrell,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.187290969899665,1
1746,1747,1,0,0.479,0.521,Jonos Bracken,Stone Hedge,1,,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,0,0,0.190635451505016,1
1747,1748,1,1,0.659,0.341,Justin Massey,Ser,1,,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0802675585284281,1
1748,1749,0,1,0.828,0.172,Kedry,Maester,1,,,300.0,,,,,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605,0
1749,1750,1,1,0.884,0.11599999999999999,Jon Snow,Lord Commander of the Night's Watch,1,Northmen,283.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,22.0,5,1,1,1.0,1
1750,1751,1,0,0.496,0.504,Joss Stilwood,,1,,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
1751,1752,0,0,0.26,0.74,Kevan Lannister,Ser,1,,244.0,300.0,,,,House Lannister,Dorna Swyft,1,1,1,1,1,,,,1.0,1,1,56.0,4,1,1,0.8695652173913041,0
1752,1753,1,1,0.986,0.013999999999999999,Lady of the Leaves,Lady of the Leaves,0,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.020066889632107,1
1753,1754,0,1,0.976,0.024,Lharys,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0
